State,Month,Year,Number Fatalities,Weekday (Y/N),Time of Day
NSW,12,1993,1,0,N
NSW,12,1993,1,1,N
SA,12,1993,1,1,N
VIC,12,1993,1,1,N
QLD,12,1993,1,1,N
NSW,12,1993,1,1,D
QLD,12,1993,1,1,D
NSW,12,1993,1,1,D
NSW,12,1993,1,1,D
VIC,12,1993,1,1,D
TAS,12,1993,3,1,D
NSW,12,1993,1,1,D
VIC,12,1993,1,1,D
WA,12,1993,2,1,D
VIC,12,1993,1,1,D
VIC,12,1993,1,1,D
NSW,12,1993,1,1,D
NSW,12,1993,3,1,D
NSW,12,1993,1,1,D
VIC,12,1993,1,1,D
NSW,12,1993,1,1,D
WA,12,1993,1,1,D
WA,12,1993,1,1,D
NSW,12,1993,2,1,D
QLD,12,1993,1,1,D
VIC,12,1993,1,1,D
SA,12,1993,1,1,D
QLD,12,1993,1,1,N
NSW,12,1993,1,1,N
WA,12,1993,1,1,N
SA,12,1993,1,1,N
NSW,12,1993,1,1,N
VIC,12,1993,1,1,N
WA,12,1993,1,1,N
NSW,12,1993,2,1,N
WA,12,1993,1,1,N
QLD,12,1993,1,1,N
NSW,12,1993,1,1,N
QLD,12,1993,2,1,D
VIC,12,1993,1,1,D
NSW,12,1993,1,1,D
QLD,12,1993,1,1,D
QLD,12,1993,1,1,D
VIC,12,1993,1,1,N
QLD,12,1993,1,1,N
NSW,12,1993,1,1,N
NSW,12,1993,1,1,N
NSW,12,1993,1,1,N
VIC,12,1993,1,1,N
SA,12,1993,1,1,N
QLD,12,1993,1,1,N
VIC,12,1993,1,1,D
NSW,12,1993,1,1,D
VIC,12,1993,1,1,D
VIC,12,1993,1,1,D
WA,12,1993,1,1,D
SA,12,1993,1,1,D
QLD,12,1993,1,1,D
WA,12,1993,1,1,D
QLD,12,1993,1,1,D
QLD,12,1993,1,1,D
QLD,12,1993,1,1,D
NSW,12,1993,1,1,D
QLD,12,1993,1,1,D
QLD,12,1993,2,1,D
NSW,12,1993,1,1,D
SA,12,1993,1,1,D
VIC,12,1993,1,1,N
WA,12,1993,1,1,N
VIC,12,1993,1,1,N
NSW,12,1993,1,1,N
TAS,12,1993,1,1,N
SA,12,1993,2,1,N
VIC,12,1993,1,1,N
NSW,12,1993,1,1,N
VIC,11,1993,1,1,N
NSW,11,1993,1,1,N
NSW,11,1993,1,1,D
QLD,11,1993,1,1,D
VIC,11,1993,1,1,D
QLD,11,1993,1,1,D
WA,11,1993,1,1,D
NSW,11,1993,1,1,D
NT,11,1993,1,1,D
NSW,11,1993,1,1,D
VIC,11,1993,1,1,D
QLD,11,1993,1,0,N
QLD,11,1993,1,0,N
SA,11,1993,1,0,N
NSW,11,1993,2,0,N
VIC,11,1993,2,0,N
SA,11,1993,1,0,N
TAS,11,1993,3,0,N
QLD,11,1993,1,0,N
TAS,11,1993,2,1,D
NSW,11,1993,1,1,D
QLD,11,1993,1,1,D
NSW,11,1993,1,1,D
NSW,11,1993,1,1,D
QLD,11,1993,1,1,D
VIC,11,1993,1,1,D
NSW,11,1993,1,1,D
QLD,11,1993,1,1,D
NSW,11,1993,1,1,D
WA,11,1993,1,1,N
VIC,11,1993,1,1,N
SA,11,1993,1,1,N
QLD,11,1993,1,1,N
NSW,11,1993,1,1,N
SA,11,1993,1,0,N
NT,11,1993,1,0,N
QLD,11,1993,1,0,N
NSW,11,1993,2,0,N
SA,11,1993,2,0,N
VIC,11,1993,1,0,D
NSW,11,1993,1,0,D
NSW,11,1993,1,0,D
VIC,11,1993,1,0,D
NSW,11,1993,1,0,D
QLD,11,1993,1,0,D
NSW,11,1993,2,0,D
QLD,11,1993,1,0,D
NSW,11,1993,1,0,D
WA,11,1993,1,0,D
WA,11,1993,2,0,D
NSW,11,1993,1,0,D
SA,11,1993,2,0,D
QLD,11,1993,1,0,N
QLD,11,1993,1,0,N
QLD,11,1993,1,0,N
WA,11,1993,1,0,N
VIC,11,1993,2,0,N
SA,11,1993,1,0,N
QLD,11,1993,1,0,N
SA,11,1993,1,0,N
ACT,11,1993,1,0,N
QLD,11,1993,1,0,N
VIC,11,1993,1,0,N
VIC,11,1993,1,0,N
VIC,11,1993,1,0,N
VIC,11,1993,1,0,N
VIC,11,1993,1,0,D
NSW,11,1993,1,0,D
SA,11,1993,1,0,D
VIC,11,1993,1,0,D
QLD,11,1993,1,0,D
NSW,11,1993,4,0,D
NSW,11,1993,1,0,D
NSW,11,1993,1,0,D
VIC,11,1993,1,0,D
QLD,11,1993,1,0,D
NSW,11,1993,1,0,D
NSW,11,1993,1,0,N
VIC,11,1993,1,0,N
WA,11,1993,1,0,Unknown
NSW,11,1993,1,1,N
SA,11,1993,1,1,N
WA,11,1993,1,1,N
NSW,11,1993,1,1,D
SA,11,1993,1,1,D
QLD,11,1993,1,1,D
NSW,11,1993,1,1,D
SA,11,1993,1,1,D
WA,11,1993,1,1,D
QLD,11,1993,1,1,D
QLD,11,1993,1,1,D
QLD,11,1993,1,1,N
NSW,11,1993,3,1,N
NSW,11,1993,1,1,N
VIC,11,1993,2,1,N
QLD,11,1993,1,1,N
NSW,11,1993,3,1,N
NSW,11,1993,1,1,N
VIC,11,1993,1,1,N
WA,11,1993,1,1,N
NSW,11,1993,1,1,N
NSW,11,1993,1,1,N
NSW,11,1993,1,1,N
WA,11,1993,2,1,N
NSW,11,1993,1,1,N
VIC,11,1993,1,1,D
VIC,11,1993,1,1,D
TAS,11,1993,1,1,D
QLD,11,1993,1,1,D
WA,11,1993,1,1,D
SA,11,1993,1,1,D
VIC,11,1993,1,1,D
VIC,11,1993,10,1,D
NSW,11,1993,2,1,D
VIC,11,1993,1,1,D
VIC,11,1993,2,1,D
NSW,11,1993,1,1,D
NSW,11,1993,1,1,D
VIC,11,1993,2,1,D
VIC,11,1993,1,1,D
WA,11,1993,1,1,N
NSW,11,1993,1,1,N
SA,11,1993,1,1,N
QLD,11,1993,1,1,D
NSW,11,1993,1,1,D
TAS,11,1993,1,1,D
NSW,11,1993,1,1,D
QLD,11,1993,1,1,D
NSW,11,1993,1,1,D
NSW,11,1993,1,1,D
SA,11,1993,1,1,D
NT,11,1993,1,1,D
WA,11,1993,1,1,D
NSW,11,1993,1,1,D
SA,11,1993,1,1,N
VIC,11,1993,1,1,N
VIC,11,1993,1,1,N
QLD,11,1993,1,1,N
QLD,10,1993,1,1,N
VIC,10,1993,1,1,N
QLD,10,1993,1,1,N
SA,10,1993,1,1,N
NSW,10,1993,2,1,N
WA,10,1993,1,1,N
NSW,10,1993,1,1,N
NSW,10,1993,1,1,D
NSW,10,1993,1,1,D
QLD,10,1993,1,1,D
VIC,10,1993,1,1,D
WA,10,1993,1,1,D
NSW,10,1993,1,1,D
NSW,10,1993,1,1,D
ACT,10,1993,1,1,D
WA,10,1993,1,1,D
WA,10,1993,1,1,D
WA,10,1993,1,1,D
SA,10,1993,1,1,D
WA,10,1993,1,1,D
NSW,10,1993,1,1,D
NT,10,1993,1,1,D
ACT,10,1993,1,1,D
NSW,10,1993,1,1,D
WA,10,1993,1,1,D
NSW,10,1993,1,0,N
QLD,10,1993,1,0,N
VIC,10,1993,1,0,N
QLD,10,1993,1,0,N
QLD,10,1993,1,0,N
NSW,10,1993,1,0,N
NSW,10,1993,1,0,N
NT,10,1993,1,0,N
WA,10,1993,1,0,N
NSW,10,1993,1,0,N
NSW,10,1993,1,0,N
WA,10,1993,1,0,N
NSW,10,1993,1,0,N
SA,10,1993,1,0,N
WA,10,1993,1,0,N
VIC,10,1993,1,0,N
VIC,10,1993,1,0,N
NSW,10,1993,1,0,N
QLD,10,1993,1,1,D
QLD,10,1993,1,1,D
WA,10,1993,1,1,D
VIC,10,1993,1,1,D
SA,10,1993,1,1,D
VIC,10,1993,1,1,D
VIC,10,1993,1,1,D
QLD,10,1993,1,1,D
NT,10,1993,1,1,N
TAS,10,1993,1,1,N
QLD,10,1993,1,0,N
WA,10,1993,1,0,N
VIC,10,1993,1,0,N
VIC,10,1993,1,0,N
QLD,10,1993,1,0,N
WA,10,1993,1,0,N
NT,10,1993,1,0,N
WA,10,1993,2,0,N
VIC,10,1993,1,0,N
VIC,10,1993,1,0,N
QLD,10,1993,1,0,N
QLD,10,1993,1,0,N
VIC,10,1993,1,0,N
NSW,10,1993,1,0,D
QLD,10,1993,1,0,D
NSW,10,1993,1,0,D
QLD,10,1993,1,0,D
QLD,10,1993,1,0,D
WA,10,1993,1,0,D
VIC,10,1993,1,0,D
VIC,10,1993,1,0,D
VIC,10,1993,1,0,D
NSW,10,1993,1,0,D
NSW,10,1993,3,0,D
SA,10,1993,1,0,D
QLD,10,1993,2,0,D
QLD,10,1993,1,0,D
QLD,10,1993,2,0,D
VIC,10,1993,1,0,D
VIC,10,1993,1,0,D
VIC,10,1993,1,0,D
VIC,10,1993,2,0,D
SA,10,1993,1,0,N
QLD,10,1993,2,0,N
NSW,10,1993,1,0,N
WA,10,1993,1,0,N
QLD,10,1993,1,0,N
NSW,10,1993,1,0,N
SA,10,1993,1,0,N
WA,10,1993,1,0,N
NSW,10,1993,1,0,N
TAS,10,1993,1,0,N
VIC,10,1993,1,0,N
VIC,10,1993,1,0,N
WA,10,1993,1,0,Unknown
ACT,10,1993,2,0,N
VIC,10,1993,1,0,N
NSW,10,1993,1,0,N
VIC,10,1993,3,0,N
NSW,10,1993,1,0,N
VIC,10,1993,1,0,N
NSW,10,1993,1,0,N
SA,10,1993,1,0,N
WA,10,1993,1,0,N
SA,10,1993,1,0,N
NSW,10,1993,1,0,N
QLD,10,1993,1,0,N
NSW,10,1993,1,0,D
QLD,10,1993,1,0,D
QLD,10,1993,1,0,D
QLD,10,1993,1,0,D
VIC,10,1993,1,0,D
VIC,10,1993,1,0,D
NSW,10,1993,1,0,D
QLD,10,1993,1,0,D
NSW,10,1993,1,0,D
NSW,10,1993,2,0,D
QLD,10,1993,1,0,D
QLD,10,1993,2,0,N
NSW,10,1993,1,0,N
SA,10,1993,1,0,N
NSW,10,1993,1,0,N
NSW,10,1993,1,1,N
NSW,10,1993,1,1,N
NSW,10,1993,1,1,N
NSW,10,1993,1,1,D
NSW,10,1993,1,1,D
VIC,10,1993,1,1,D
NT,10,1993,1,1,D
QLD,10,1993,1,1,D
NSW,10,1993,1,1,D
QLD,10,1993,1,1,D
QLD,10,1993,1,1,D
VIC,10,1993,1,1,D
QLD,10,1993,1,1,D
QLD,10,1993,1,1,D
NSW,10,1993,1,1,D
VIC,10,1993,1,1,D
TAS,10,1993,2,1,D
NSW,10,1993,1,1,N
VIC,10,1993,1,1,N
ACT,10,1993,1,1,N
NSW,10,1993,1,1,N
SA,10,1993,4,1,N
QLD,10,1993,1,1,N
NSW,10,1993,1,1,D
QLD,10,1993,1,1,D
NSW,10,1993,1,1,D
WA,10,1993,1,1,D
NSW,10,1993,1,1,D
SA,10,1993,1,1,D
NSW,10,1993,1,1,D
QLD,10,1993,1,1,D
QLD,10,1993,1,1,D
NSW,10,1993,1,1,D
NSW,10,1993,1,1,D
NSW,10,1993,1,1,D
NSW,10,1993,1,1,D
NSW,10,1993,1,1,D
QLD,10,1993,1,1,N
VIC,10,1993,1,1,N
TAS,10,1993,1,1,N
NSW,10,1993,1,1,D
SA,10,1993,1,1,D
VIC,10,1993,1,1,D
SA,10,1993,3,1,D
VIC,10,1993,1,1,D
NSW,10,1993,1,1,D
SA,10,1993,1,1,D
VIC,10,1993,1,1,D
SA,10,1993,1,1,D
WA,10,1993,2,1,D
NSW,10,1993,1,1,D
TAS,10,1993,1,1,D
QLD,10,1993,1,1,D
NSW,10,1993,1,1,D
NT,10,1993,1,1,D
QLD,10,1993,1,1,D
SA,10,1993,1,1,N
NSW,10,1993,1,1,N
VIC,10,1993,1,1,N
QLD,10,1993,1,1,N
WA,10,1993,1,1,N
NT,10,1993,1,1,N
QLD,9,1993,1,1,N
TAS,9,1993,1,1,N
VIC,9,1993,1,1,N
SA,9,1993,1,1,N
QLD,9,1993,1,1,N
QLD,9,1993,1,1,D
VIC,9,1993,1,1,D
VIC,9,1993,1,1,D
NSW,9,1993,1,1,D
VIC,9,1993,1,1,D
WA,9,1993,1,1,D
QLD,9,1993,1,1,D
QLD,9,1993,1,1,D
NSW,9,1993,1,1,D
SA,9,1993,1,1,D
NSW,9,1993,1,1,D
QLD,9,1993,3,0,N
QLD,9,1993,1,0,N
WA,9,1993,1,0,N
TAS,9,1993,1,0,N
VIC,9,1993,1,0,N
WA,9,1993,1,0,N
VIC,9,1993,2,0,N
QLD,9,1993,2,0,N
WA,9,1993,1,0,N
NSW,9,1993,1,0,N
SA,9,1993,1,0,N
SA,9,1993,1,0,N
VIC,9,1993,1,0,N
ACT,9,1993,1,0,N
WA,9,1993,1,1,D
QLD,9,1993,1,1,D
NSW,9,1993,1,1,D
NSW,9,1993,1,1,D
QLD,9,1993,1,1,D
QLD,9,1993,1,1,D
QLD,9,1993,1,1,D
VIC,9,1993,2,1,N
VIC,9,1993,1,0,N
VIC,9,1993,1,0,N
SA,9,1993,1,0,N
SA,9,1993,1,0,N
VIC,9,1993,1,0,N
VIC,9,1993,1,0,N
VIC,9,1993,2,0,N
SA,9,1993,1,0,D
QLD,9,1993,1,0,D
VIC,9,1993,1,0,D
NSW,9,1993,1,0,D
QLD,9,1993,1,0,D
VIC,9,1993,1,0,D
NSW,9,1993,1,0,D
TAS,9,1993,3,0,D
NSW,9,1993,1,0,D
VIC,9,1993,1,0,D
NSW,9,1993,1,0,D
SA,9,1993,1,0,D
WA,9,1993,1,0,D
SA,9,1993,1,0,D
NSW,9,1993,2,0,D
SA,9,1993,2,0,N
NSW,9,1993,1,0,N
VIC,9,1993,1,0,N
VIC,9,1993,1,0,N
NSW,9,1993,1,0,N
VIC,9,1993,1,0,N
SA,9,1993,1,0,N
NSW,9,1993,1,0,N
QLD,9,1993,1,0,N
NSW,9,1993,1,0,N
SA,9,1993,1,0,N
NSW,9,1993,1,0,N
VIC,9,1993,1,0,N
QLD,9,1993,1,0,N
TAS,9,1993,1,0,N
VIC,9,1993,1,0,D
VIC,9,1993,1,0,D
NSW,9,1993,1,0,D
QLD,9,1993,1,0,D
QLD,9,1993,2,0,D
WA,9,1993,2,0,D
NSW,9,1993,1,0,D
SA,9,1993,1,0,D
QLD,9,1993,1,0,D
NT,9,1993,1,0,N
QLD,9,1993,2,0,N
QLD,9,1993,1,0,N
NSW,9,1993,1,0,N
WA,9,1993,1,1,N
QLD,9,1993,1,1,N
QLD,9,1993,1,1,D
VIC,9,1993,1,1,D
NSW,9,1993,1,1,D
SA,9,1993,1,1,D
QLD,9,1993,1,1,D
QLD,9,1993,1,1,D
NSW,9,1993,1,1,D
QLD,9,1993,1,1,N
VIC,9,1993,1,1,N
WA,9,1993,1,1,N
NSW,9,1993,1,1,N
QLD,9,1993,1,1,N
VIC,9,1993,2,1,N
NSW,9,1993,1,1,N
NSW,9,1993,1,1,N
ACT,9,1993,1,1,N
QLD,9,1993,1,1,N
NT,9,1993,1,1,N
SA,9,1993,1,1,D
QLD,9,1993,1,1,D
NSW,9,1993,1,1,D
NSW,9,1993,1,1,D
QLD,9,1993,1,1,D
NSW,9,1993,1,1,D
VIC,9,1993,1,1,D
NSW,9,1993,1,1,D
VIC,9,1993,1,1,D
NSW,9,1993,1,1,N
NSW,9,1993,1,1,N
NSW,9,1993,1,1,N
SA,9,1993,1,1,N
WA,9,1993,1,1,N
NSW,9,1993,1,1,N
QLD,9,1993,1,1,N
VIC,9,1993,2,1,N
WA,9,1993,1,1,N
NSW,9,1993,1,1,N
NSW,9,1993,1,1,D
NSW,9,1993,1,1,D
WA,9,1993,1,1,D
WA,9,1993,1,1,D
NSW,9,1993,1,1,D
NSW,9,1993,1,1,D
NSW,9,1993,1,1,D
QLD,9,1993,1,1,D
NSW,9,1993,1,1,D
TAS,9,1993,1,1,D
SA,9,1993,1,1,N
VIC,9,1993,1,1,N
WA,9,1993,1,1,N
QLD,9,1993,1,1,N
NSW,9,1993,2,1,N
NSW,8,1993,1,1,N
SA,8,1993,1,1,N
NSW,8,1993,1,1,N
NSW,8,1993,1,1,D
NSW,8,1993,1,1,D
VIC,8,1993,1,1,D
NSW,8,1993,1,1,D
NSW,8,1993,1,1,D
QLD,8,1993,1,1,D
QLD,8,1993,2,1,D
QLD,8,1993,1,1,D
NSW,8,1993,1,1,D
WA,8,1993,1,1,D
NSW,8,1993,1,1,D
QLD,8,1993,1,1,D
WA,8,1993,1,1,D
QLD,8,1993,2,1,D
VIC,8,1993,1,1,D
NSW,8,1993,1,1,D
QLD,8,1993,1,1,D
QLD,8,1993,1,1,D
SA,8,1993,1,1,D
VIC,8,1993,1,1,D
QLD,8,1993,1,0,N
VIC,8,1993,1,0,N
NSW,8,1993,1,0,N
QLD,8,1993,1,0,N
VIC,8,1993,1,0,N
QLD,8,1993,1,0,N
VIC,8,1993,1,0,N
NSW,8,1993,1,0,N
NSW,8,1993,2,1,D
SA,8,1993,1,1,D
NSW,8,1993,1,1,D
VIC,8,1993,1,1,D
NSW,8,1993,1,1,D
TAS,8,1993,1,1,D
NSW,8,1993,1,1,D
NSW,8,1993,1,1,D
NSW,8,1993,1,1,D
WA,8,1993,1,1,D
QLD,8,1993,1,1,D
NSW,8,1993,1,1,D
QLD,8,1993,1,1,D
TAS,8,1993,1,1,D
WA,8,1993,1,1,N
NT,8,1993,1,1,N
NSW,8,1993,1,1,N
QLD,8,1993,1,1,N
SA,8,1993,1,1,N
VIC,8,1993,1,1,N
NSW,8,1993,1,1,N
NSW,8,1993,1,1,N
QLD,8,1993,1,0,N
QLD,8,1993,1,0,N
WA,8,1993,1,0,N
NSW,8,1993,1,0,N
VIC,8,1993,1,0,N
QLD,8,1993,1,0,N
QLD,8,1993,2,0,N
NSW,8,1993,1,0,N
VIC,8,1993,1,0,N
WA,8,1993,1,0,N
VIC,8,1993,1,0,N
NSW,8,1993,1,0,N
ACT,8,1993,1,0,D
QLD,8,1993,1,0,D
NSW,8,1993,2,0,D
WA,8,1993,2,0,D
NSW,8,1993,1,0,D
WA,8,1993,2,0,D
QLD,8,1993,1,0,N
VIC,8,1993,1,0,N
NSW,8,1993,1,0,N
WA,8,1993,1,0,N
WA,8,1993,1,0,N
QLD,8,1993,1,0,N
QLD,8,1993,2,0,N
QLD,8,1993,1,0,N
TAS,8,1993,1,0,N
WA,8,1993,1,0,N
TAS,8,1993,1,0,N
QLD,8,1993,1,0,N
WA,8,1993,1,0,N
SA,8,1993,1,0,N
NSW,8,1993,2,0,N
QLD,8,1993,1,0,D
VIC,8,1993,1,0,D
NSW,8,1993,1,0,D
QLD,8,1993,1,0,D
WA,8,1993,2,0,D
SA,8,1993,1,0,D
NT,8,1993,2,0,D
NSW,8,1993,1,0,D
VIC,8,1993,1,0,D
QLD,8,1993,1,0,D
SA,8,1993,1,0,D
NSW,8,1993,1,0,D
WA,8,1993,1,0,D
QLD,8,1993,2,0,D
QLD,8,1993,1,0,D
NSW,8,1993,1,0,D
SA,8,1993,1,0,N
SA,8,1993,1,0,N
QLD,8,1993,2,0,N
WA,8,1993,1,0,Unknown
VIC,8,1993,1,1,N
NSW,8,1993,1,1,N
NSW,8,1993,1,1,N
NT,8,1993,1,1,D
NSW,8,1993,1,1,D
TAS,8,1993,1,1,D
QLD,8,1993,1,1,D
QLD,8,1993,1,1,D
NT,8,1993,1,1,D
VIC,8,1993,1,1,D
NSW,8,1993,1,1,D
QLD,8,1993,1,1,D
WA,8,1993,1,1,D
SA,8,1993,1,1,D
NSW,8,1993,1,1,D
NSW,8,1993,1,1,N
VIC,8,1993,1,1,N
WA,8,1993,1,1,N
NT,8,1993,1,1,N
VIC,8,1993,1,1,N
NSW,8,1993,1,1,N
NSW,8,1993,1,1,N
NSW,8,1993,1,1,D
NSW,8,1993,1,1,D
NSW,8,1993,1,1,D
VIC,8,1993,2,1,D
NSW,8,1993,1,1,D
VIC,8,1993,1,1,D
NSW,8,1993,1,1,D
NSW,8,1993,2,1,D
QLD,8,1993,1,1,D
VIC,8,1993,1,1,D
QLD,8,1993,1,1,N
NSW,8,1993,1,1,N
SA,8,1993,1,1,N
VIC,8,1993,1,1,N
NSW,8,1993,1,1,N
NSW,8,1993,1,1,N
QLD,8,1993,1,1,N
SA,8,1993,1,1,N
QLD,8,1993,1,1,N
VIC,8,1993,1,1,D
QLD,8,1993,1,1,D
NT,8,1993,1,1,D
NSW,8,1993,2,1,D
VIC,8,1993,1,1,D
NSW,8,1993,1,1,D
WA,8,1993,1,1,D
QLD,8,1993,1,1,D
WA,8,1993,1,1,D
QLD,8,1993,1,1,D
QLD,8,1993,1,1,D
NSW,8,1993,1,1,D
NSW,8,1993,1,1,D
NSW,8,1993,1,1,D
VIC,8,1993,1,1,N
VIC,8,1993,1,1,N
WA,8,1993,2,1,N
WA,8,1993,1,1,N
SA,8,1993,2,1,N
SA,8,1993,1,1,N
QLD,7,1993,2,1,N
WA,7,1993,1,1,N
WA,7,1993,1,1,N
QLD,7,1993,1,1,N
NSW,7,1993,1,1,D
QLD,7,1993,1,1,D
VIC,7,1993,1,1,D
NSW,7,1993,1,1,D
VIC,7,1993,1,1,D
NSW,7,1993,1,1,D
VIC,7,1993,1,1,D
VIC,7,1993,1,1,D
NSW,7,1993,3,1,D
SA,7,1993,1,1,D
VIC,7,1993,1,1,D
NSW,7,1993,1,1,D
NSW,7,1993,1,0,N
VIC,7,1993,1,0,N
NSW,7,1993,1,0,N
VIC,7,1993,2,0,N
WA,7,1993,2,0,N
WA,7,1993,1,0,N
VIC,7,1993,2,0,N
QLD,7,1993,1,0,N
QLD,7,1993,1,0,N
VIC,7,1993,1,0,N
NSW,7,1993,1,0,N
NSW,7,1993,1,0,N
WA,7,1993,1,0,N
NSW,7,1993,1,0,N
VIC,7,1993,1,0,N
VIC,7,1993,1,0,N
NSW,7,1993,1,0,N
WA,7,1993,1,1,D
NSW,7,1993,2,1,D
WA,7,1993,1,1,D
VIC,7,1993,1,1,D
QLD,7,1993,1,1,D
NSW,7,1993,1,1,D
QLD,7,1993,1,1,D
WA,7,1993,1,1,D
QLD,7,1993,1,1,D
NSW,7,1993,1,1,D
NSW,7,1993,1,1,N
VIC,7,1993,1,1,N
SA,7,1993,1,0,N
VIC,7,1993,1,0,N
VIC,7,1993,1,0,N
QLD,7,1993,1,0,N
NSW,7,1993,1,0,D
NSW,7,1993,1,0,D
QLD,7,1993,1,0,D
QLD,7,1993,1,0,D
SA,7,1993,1,0,D
NSW,7,1993,1,0,D
SA,7,1993,1,0,D
SA,7,1993,1,0,D
QLD,7,1993,1,0,D
NSW,7,1993,1,0,D
VIC,7,1993,1,0,N
SA,7,1993,1,0,N
VIC,7,1993,1,0,N
SA,7,1993,1,0,N
VIC,7,1993,1,0,N
VIC,7,1993,1,0,N
VIC,7,1993,1,0,N
VIC,7,1993,1,0,N
NSW,7,1993,1,0,N
QLD,7,1993,1,0,N
NSW,7,1993,1,0,N
WA,7,1993,1,0,N
VIC,7,1993,1,0,N
QLD,7,1993,1,0,N
SA,7,1993,2,0,N
NSW,7,1993,2,0,D
NSW,7,1993,1,0,D
QLD,7,1993,1,0,D
QLD,7,1993,1,0,D
QLD,7,1993,1,0,D
VIC,7,1993,1,0,D
VIC,7,1993,1,0,D
QLD,7,1993,1,0,D
QLD,7,1993,1,0,D
QLD,7,1993,1,0,N
SA,7,1993,1,0,N
SA,7,1993,1,0,N
WA,7,1993,1,0,N
QLD,7,1993,1,0,N
QLD,7,1993,1,1,N
VIC,7,1993,1,1,D
NSW,7,1993,1,1,D
VIC,7,1993,1,1,D
WA,7,1993,1,1,D
SA,7,1993,1,1,D
NSW,7,1993,1,1,N
SA,7,1993,1,1,N
QLD,7,1993,2,1,N
NSW,7,1993,1,1,N
QLD,7,1993,1,1,N
VIC,7,1993,1,1,N
VIC,7,1993,1,1,N
QLD,7,1993,1,1,N
NSW,7,1993,1,1,N
WA,7,1993,2,1,N
QLD,7,1993,1,1,D
TAS,7,1993,1,1,D
SA,7,1993,1,1,D
WA,7,1993,1,1,D
NSW,7,1993,1,1,D
QLD,7,1993,1,1,D
NSW,7,1993,1,1,D
NSW,7,1993,1,1,D
WA,7,1993,1,1,D
VIC,7,1993,1,1,D
NT,7,1993,2,1,N
QLD,7,1993,1,1,N
QLD,7,1993,1,1,N
NSW,7,1993,1,1,N
SA,7,1993,1,1,N
QLD,7,1993,1,1,N
TAS,7,1993,1,1,D
TAS,7,1993,1,1,D
QLD,7,1993,1,1,D
QLD,7,1993,1,1,D
NSW,7,1993,1,1,D
NSW,7,1993,1,1,D
QLD,7,1993,1,1,D
NSW,7,1993,1,1,D
NSW,7,1993,1,1,D
NSW,7,1993,1,1,N
NSW,7,1993,1,1,N
WA,7,1993,1,1,N
NSW,7,1993,1,1,N
NT,7,1993,1,1,N
VIC,7,1993,2,1,N
VIC,6,1993,1,1,N
NT,6,1993,1,1,N
VIC,6,1993,1,1,D
WA,6,1993,1,1,D
QLD,6,1993,1,1,D
VIC,6,1993,1,1,D
NSW,6,1993,1,1,D
SA,6,1993,1,1,D
WA,6,1993,2,1,D
VIC,6,1993,1,1,D
NT,6,1993,1,1,D
NSW,6,1993,1,1,D
QLD,6,1993,1,0,N
NSW,6,1993,2,0,N
QLD,6,1993,1,0,N
VIC,6,1993,1,0,N
NSW,6,1993,1,0,N
WA,6,1993,1,0,N
NSW,6,1993,1,0,N
NT,6,1993,1,0,N
WA,6,1993,1,0,N
NSW,6,1993,1,0,N
NSW,6,1993,2,0,N
TAS,6,1993,1,0,N
QLD,6,1993,1,1,D
VIC,6,1993,1,1,D
QLD,6,1993,1,1,D
NSW,6,1993,1,1,D
QLD,6,1993,1,1,D
NSW,6,1993,1,1,D
NSW,6,1993,1,1,D
NSW,6,1993,1,1,D
VIC,6,1993,1,1,D
NSW,6,1993,1,1,D
NSW,6,1993,1,1,D
NSW,6,1993,1,1,D
QLD,6,1993,1,1,N
QLD,6,1993,1,1,N
QLD,6,1993,2,1,N
WA,6,1993,2,0,N
VIC,6,1993,1,0,N
QLD,6,1993,1,0,N
VIC,6,1993,1,0,N
NSW,6,1993,1,0,N
SA,6,1993,1,0,N
NSW,6,1993,1,0,D
SA,6,1993,1,0,D
QLD,6,1993,1,0,D
SA,6,1993,1,0,D
SA,6,1993,1,0,D
NSW,6,1993,1,0,D
NSW,6,1993,1,0,D
NT,6,1993,1,0,D
NSW,6,1993,1,0,D
VIC,6,1993,1,0,D
VIC,6,1993,1,0,N
QLD,6,1993,1,0,N
NT,6,1993,1,0,N
NSW,6,1993,1,0,N
VIC,6,1993,1,0,N
VIC,6,1993,1,0,N
SA,6,1993,1,0,N
VIC,6,1993,1,0,N
NSW,6,1993,1,0,N
QLD,6,1993,1,0,N
TAS,6,1993,1,0,N
QLD,6,1993,1,0,N
VIC,6,1993,1,0,N
NSW,6,1993,1,0,D
VIC,6,1993,1,0,D
VIC,6,1993,2,0,D
NSW,6,1993,1,0,D
QLD,6,1993,1,0,D
NSW,6,1993,1,0,D
QLD,6,1993,1,0,D
SA,6,1993,1,0,D
NSW,6,1993,1,0,D
NSW,6,1993,1,0,N
ACT,6,1993,1,1,N
WA,6,1993,1,1,D
QLD,6,1993,1,1,D
QLD,6,1993,2,1,D
SA,6,1993,1,1,D
NSW,6,1993,1,1,D
NSW,6,1993,1,1,D
QLD,6,1993,1,1,D
NSW,6,1993,1,1,D
SA,6,1993,1,1,N
SA,6,1993,1,1,N
NSW,6,1993,1,1,N
WA,6,1993,1,1,N
VIC,6,1993,2,1,N
SA,6,1993,1,1,N
VIC,6,1993,1,1,N
NSW,6,1993,1,1,N
NSW,6,1993,1,1,N
WA,6,1993,1,1,D
NSW,6,1993,1,1,D
WA,6,1993,1,1,D
NSW,6,1993,1,1,D
WA,6,1993,1,1,D
