State,Crash_Rate_1990,Crash_Rate_1991,Crash_Rate_1992,Crash_Rate_1993,Crash_Rate_1994,Crash_Rate_1995,Crash_Rate_1996,Crash_Rate_1997,Crash_Rate_1998,Crash_Rate_1999,Crash_Rate_2000,Crash_Rate_2001,Crash_Rate_2002,Crash_Rate_2003,Crash_Rate_2004,Crash_Rate_2005,Crash_Rate_2006,Crash_Rate_2007,Crash_Rate_2008,Crash_Rate_2009,Crash_Rate_2010,Crash_Rate_2011,Crash_Rate_2012,Crash_Rate_2013,Crash_Rate_2014,Crash_Rate_2015,Crash_Rate_2016,Crash_Rate_2017,Crash_Rate_2018,Crash_Rate_2019,Crash_Rate_2020,Crash_Rate_2021,Crash_Rate_2022,Crash_Rate_2023,Crash_Rate_2024
ACT,8.483915468387252,5.523622115202043,6.096647098122995,3.668265419011786,4.958554746576532,4.570950953696267,5.488195134392178,5.475119607208479,6.417506958984109,5.4058308245243465,5.035460658103236,4.662439388287953,2.461502485732901,3.0547806171115064,2.735294184688583,7.53013749278048,3.570373929724627,4.085488854275719,4.012930234491279,3.0935699445618208,4.414408076159575,1.625267491941382,3.1792500943839874,1.8225049419174184,2.564720727559976,3.5292975815488323,2.4696007581674326,1.2002979139422405,2.106413678582337,1.3726592585009074,1.3473026159564416,2.4355425364736334,3.272704661313249,0.8558689878546841,1.2690274807900963
NSW,12.01838556187857,9.904021985235811,9.659249433556711,8.627829856363705,9.117620400180122,9.20608211342866,8.695980363894451,8.394492205773949,7.773919844711597,7.925219135833165,8.409126783033958,7.434725860546572,7.606409166436621,7.290985888470408,6.87981138501381,6.849587717122325,6.644343497612753,5.913897377745047,5.072286367206591,5.787696877654279,5.102171865261426,4.647059303530285,4.591727599586594,4.259789030578174,3.788050594399965,4.271401161087378,4.592983894560056,4.460757203368304,4.090691252473982,4.081955492416899,3.257669034152958,3.211878713406626,3.211185180685637,3.621582949085474,2.6919816846067173
NT,32.94164296444285,36.111512350137225,24.845308377601363,23.785317207661773,20.528933678713635,31.03262443181897,31.269122011574964,29.476360353768964,30.528070949306585,22.396787079089925,24.08085145877283,21.3325924805092,19.8081334672033,21.82859098925686,16.747613465081226,24.728891345615352,19.55367543521832,21.91351621017393,30.39320643791621,13.701854280779722,20.01877848460023,16.39611282683008,16.905545547237793,13.658459863787904,13.99698241526165,17.205869249731926,16.27980093873402,10.930963878225011,17.026538089277842,11.365193081438711,11.313462717594758,12.892205050521328,15.971092322895558,9.477362923766462,16.518329446282
QLD,11.939061926916429,12.092745632632491,11.968538569728318,11.493563644602592,11.463703992045954,12.570716054791683,10.210032913007725,9.547340084284276,7.535801655354656,7.888141530017738,7.819319134918868,8.262324907971728,7.720514641867354,7.563234398548765,7.524525984153972,7.531751996200536,7.784583415977173,8.19866132597459,6.944392774855346,6.823434694572055,5.348170124158562,5.058072577993752,5.568383461158669,5.277985431580171,4.210144162529336,4.577141130190196,4.902179884049027,4.620331362870084,4.465141126615904,3.843243886080369,4.855562022115247,4.743771767193662,5.151343908355532,4.819654111315571,3.4889250010610646
SA,13.040500866809763,11.46890208925742,9.754386941074058,13.086819226318894,9.772203445658434,11.121597784686893,11.02162091645118,8.329842813157224,10.24081236591568,8.845834692458975,10.077762282940183,9.105142295263482,9.122511863810152,8.938710515423466,8.368384114061076,8.243463890544973,6.686709650207932,6.803531032605922,5.4676764480465465,6.453399397941272,6.447584895887623,5.7865453075838165,5.186408413681202,5.378827054125494,5.685747829088197,5.639809180581255,4.431466208903982,5.3736763530072,4.288191635281868,6.21186584967454,4.7453598057417175,5.215711275979374,3.725035415226411,5.870481294640399,2.988549054097541
TAS,13.619803193843849,14.125525627395389,12.545764130065551,9.950206625567374,10.978049179549162,11.163682224732296,11.145300547223744,6.108172576937962,9.924552286553498,9.932931577951852,8.031020874842351,10.97770154373928,7.372324504448145,8.136229692022845,10.750859681123298,10.067038256799874,8.77411798434024,7.893570383323922,7.407570537088905,10.298492904684972,5.695406703591886,4.495809612236421,5.666519467425329,6.829281618110475,6.033358634514704,6.209613257524304,6.358497891579904,5.870525558800652,5.753491650245242,5.280093002465712,5.727425553535545,5.821042628112549,7.875193926650444,6.097704388517848,3.821700309210298
VIC,11.223248548762108,9.831466625984737,8.19837230863862,8.534199207361048,7.706663393382389,8.23863712067849,8.414124252936725,7.563261435716868,7.542877765010639,7.4031074060525555,7.915574561423055,8.468002165628674,7.481043145465724,6.022731201050905,6.320355418704555,6.280932090322203,6.089560586471983,5.593833311703199,5.272838824822686,4.9773121390839306,4.753048509338872,4.663583869671737,4.605926176974067,3.886905223603293,3.771807506395899,3.823216140724807,4.443828233596053,3.798537143777836,3.1370971640136904,3.784241905527545,2.955629857227163,3.249155791528673,3.57540314923913,3.829973165336872,2.902618305405451
WA,11.201801695309136,11.406650443197169,10.291815087981476,11.355036315308553,11.411430039448437,11.148313659528776,12.414192186648508,10.211707000596885,10.87129763004346,10.17423101452829,9.771538508823394,7.908310731145585,8.232973472997012,7.923189027354427,8.166926945452111,7.488086627740188,8.792885050030788,10.123523544406432,8.478691330033977,7.834697672482706,7.657241009050337,7.07134296976715,7.026930402569145,5.9433818585698,6.823484489713945,5.584763035947979,6.715744966461297,5.869257274452069,5.565807718307609,5.696985404567014,5.042581286318318,5.743001239743132,5.74149540992405,5.110666651933213,4.133348601877895
